id,grade,home_ownership,sub_grade,int_rate,mort_acc,is_good_customer
75144230,A,MORTGAGE,A5,7.89,6,yes
77805657,B,MORTGAGE,B1,8.39,5,yes
77467140,E,MORTGAGE,E5,22.45,1,yes
78041331,B,MORTGAGE,B3,9.75,1,yes
77468042,A,MORTGAGE,A3,6.97,3,yes
77015799,E,MORTGAGE,E4,23.99,3,yes
77961828,B,RENT,B5,11.47,0,no
77881429,B,OWN,B2,9.16,0,yes
77574680,F,MORTGAGE,F5,27.34,0,no
77931193,B,MORTGAGE,B5,11.47,6,yes
77982072,A,MORTGAGE,A1,5.32,4,yes
78062108,B,OWN,B2,9.16,0,yes
77971334,B,MORTGAGE,B2,9.16,2,yes
77745747,B,RENT,B5,11.47,0,no
77941439,B,RENT,B5,11.47,2,yes
77430045,C,MORTGAGE,C5,15.31,2,no
78031475,F,RENT,F1,25.11,0,no
77585784,E,RENT,E4,23.99,0,no
77370259,A,RENT,A4,7.39,0,yes
77573732,D,MORTGAGE,D1,16.29,2,yes
77576265,D,RENT,D1,16.29,0,no
77931181,D,OWN,D4,18.99,0,yes
75830613,D,OWN,D2,17.27,0,yes
78439952,D,RENT,D2,17.27,2,yes
78288624,E,MORTGAGE,E3,23.32,1,yes
78329518,E,MORTGAGE,E5,24.99,2,yes
78600541,D,OWN,D5,19.99,0,yes
77705299,B,RENT,B4,10.75,2,yes
78499773,E,OWN,E1,20.99,0,yes
77530547,D,RENT,D1,16.29,0,yes
77695580,E,MORTGAGE,E1,20.99,3,yes
78429844,D,OWN,D2,17.27,0,no
77825327,B,OWN,B4,10.75,2,no
78429441,D,RENT,D3,18.25,1,no
77981195,D,MORTGAGE,D1,16.29,4,yes
78598688,C,MORTGAGE,C5,15.31,3,no
77851171,F,RENT,F5,27.34,2,yes
77479601,D,MORTGAGE,D2,17.27,4,no
77715656,C,MORTGAGE,C1,11.99,4,yes
77615320,B,OWN,B2,9.16,3,yes
78448168,C,MORTGAGE,C5,15.31,0,yes
77061656,B,RENT,B2,9.16,0,yes
77570428,A,RENT,A3,6.97,0,yes
78498659,C,RENT,C3,13.67,0,no
77605622,A,MORTGAGE,A4,7.39,3,yes
78528429,C,RENT,C1,11.99,0,yes
76193597,E,MORTGAGE,E4,23.99,0,yes
77715589,A,MORTGAGE,A4,7.39,0,yes
77635853,C,RENT,C4,14.46,0,yes
78489390,E,RENT,E5,24.99,0,no
77387073,C,OWN,C1,11.99,0,no
76012321,E,RENT,E2,22.35,1,no
77436398,C,RENT,C2,12.99,7,no
78119705,C,MORTGAGE,C2,12.99,3,no
77785630,A,OWN,A5,7.89,2,no
76648410,D,MORTGAGE,D5,19.53,0,yes
77585935,D,MORTGAGE,D2,17.27,1,yes
78218191,E,RENT,E1,20.99,0,no
77892052,C,RENT,C4,14.46,0,no
77645127,B,RENT,B4,10.75,0,yes
77530955,B,OWN,B5,11.47,0,yes
77574486,C,OWN,C5,15.31,0,no
77388900,A,MORTGAGE,A1,5.32,1,yes
78269722,C,MORTGAGE,C3,13.67,1,yes
77440251,F,RENT,F1,25.11,0,no
77745514,C,MORTGAGE,C3,13.67,2,yes
77331635,B,RENT,B4,10.75,2,yes
76449362,C,OWN,C4,14.46,0,no
77775273,A,MORTGAGE,A5,7.89,1,yes
76874804,C,RENT,C3,13.67,0,yes
78180351,F,OWN,F3,25.65,1,no
77715466,C,OWN,C3,13.67,1,yes
77151510,D,MORTGAGE,D3,18.25,1,no
76266847,C,MORTGAGE,C4,14.46,1,yes
77675614,F,RENT,F2,25.44,0,no
78209941,E,OWN,E2,22.35,2,yes
77421394,D,RENT,D5,19.53,6,no
77605295,A,MORTGAGE,A3,6.97,1,no
77499819,D,RENT,D2,17.27,0,no
77282471,E,MORTGAGE,E2,22.35,1,yes
77160616,C,RENT,C5,15.31,0,no
78428118,D,RENT,D2,17.27,0,no
77523119,D,MORTGAGE,D1,16.29,0,no
78168406,E,RENT,E2,22.35,0,no
76092713,B,MORTGAGE,B5,11.47,4,yes
77329535,B,MORTGAGE,B3,9.75,6,yes
78349648,C,RENT,C3,13.67,0,yes
77371324,B,RENT,B5,11.47,0,yes
78229459,C,RENT,C3,13.67,0,no
78288455,C,RENT,C3,13.67,0,yes
77931307,C,MORTGAGE,C4,14.46,1,yes
77251295,B,RENT,B4,10.75,0,no
77526698,F,MORTGAGE,F1,25.11,6,yes
77615640,C,MORTGAGE,C5,15.31,2,no
76222920,C,MORTGAGE,C1,11.99,1,yes
78518998,C,RENT,C5,15.31,2,yes
78159632,C,RENT,C3,13.67,4,yes
78199649,C,OWN,C2,12.99,1,yes
78117136,D,RENT,D4,18.99,0,no
78449562,C,MORTGAGE,C3,13.67,1,no
78408683,D,MORTGAGE,D5,19.99,2,no
78409232,D,RENT,D3,18.25,0,no
78558752,C,OWN,C1,11.99,4,yes
78158291,C,MORTGAGE,C2,12.99,4,yes
77497999,C,MORTGAGE,C5,15.31,4,yes
78349406,C,MORTGAGE,C1,11.99,1,no
78299926,D,MORTGAGE,D2,17.27,2,no
78240066,C,MORTGAGE,C1,11.99,1,yes
78519173,E,MORTGAGE,E1,20.99,4,no
78360896,D,RENT,D1,16.29,0,yes
78120018,D,RENT,D3,18.25,1,yes
78330242,D,MORTGAGE,D2,17.27,2,yes
77675268,D,RENT,D5,19.99,0,yes
78338742,E,MORTGAGE,E2,22.35,3,yes
78158833,C,MORTGAGE,C2,12.99,3,yes
78428488,D,RENT,D3,18.25,0,yes
78160065,C,RENT,C4,14.46,0,yes
77565607,C,MORTGAGE,C1,11.99,3,yes
78598481,C,MORTGAGE,C3,13.67,1,no
77321021,B,MORTGAGE,B2,9.16,0,no
78149213,C,RENT,C5,15.31,2,yes
78158340,C,MORTGAGE,C5,15.31,3,yes
77102029,A,OWN,A1,5.32,5,yes
77635322,C,MORTGAGE,C2,12.99,3,yes
77573346,C,RENT,C5,15.31,1,no
77371551,A,MORTGAGE,A5,7.89,3,no
77563011,C,MORTGAGE,C2,12.99,0,yes
78498243,C,MORTGAGE,C5,15.31,3,yes
77308236,D,MORTGAGE,D4,18.99,1,no
78369694,C,OWN,C3,13.67,1,no
78338796,D,MORTGAGE,D4,18.99,1,no
76753969,A,RENT,A1,5.32,0,no
78588676,C,MORTGAGE,C1,11.99,1,yes
77340872,D,RENT,D1,16.29,3,no
78116181,C,RENT,C1,11.99,0,yes
77522311,B,MORTGAGE,B1,8.39,3,no
78219261,C,MORTGAGE,C3,13.67,7,no
77480974,B,RENT,B1,8.39,0,yes
78569752,C,MORTGAGE,C3,13.67,2,yes
78428980,C,MORTGAGE,C1,11.99,2,yes
78219090,C,RENT,C1,11.99,1,yes
78189900,C,RENT,C2,12.99,2,no
76214407,D,OWN,D1,16.29,0,yes
77436977,E,RENT,E2,20.75,0,yes
78418912,C,RENT,C3,13.67,1,no
78169611,C,RENT,C4,14.46,0,yes
78269163,C,MORTGAGE,C5,15.31,2,yes
78138670,D,MORTGAGE,D5,19.99,1,yes
78498359,C,RENT,C4,14.46,0,no
78361135,C,MORTGAGE,C4,14.46,0,no
76224404,D,MORTGAGE,D5,19.99,1,yes
78249694,C,RENT,C1,11.99,1,no
76618442,C,MORTGAGE,C3,13.67,1,yes
78548913,C,MORTGAGE,C2,12.99,2,yes
78568478,C,OWN,C2,12.99,1,no
78499844,D,RENT,D2,17.27,0,yes
78308182,C,MORTGAGE,C2,12.99,4,yes
77420711,D,OWN,D1,16.29,0,no
76753696,B,RENT,B3,9.75,0,yes
77406456,D,MORTGAGE,D2,17.27,1,no
78469307,C,MORTGAGE,C5,15.31,2,no
78589603,C,MORTGAGE,C5,15.31,9,yes
78579141,C,OWN,C3,13.67,0,yes
77389272,E,MORTGAGE,E4,21.97,5,no
78249711,C,MORTGAGE,C2,12.99,4,yes
77431388,A,MORTGAGE,A1,5.32,3,yes
78298909,C,RENT,C1,11.99,0,yes
77941137,C,MORTGAGE,C5,15.31,3,yes
77411552,D,MORTGAGE,D4,18.99,2,yes
78299629,C,RENT,C3,13.67,0,no
78149451,C,RENT,C4,14.46,0,no
77745229,C,RENT,C5,15.31,0,no
74785725,A,MORTGAGE,A1,5.32,3,yes
78378924,C,RENT,C4,14.46,0,yes
78309849,D,MORTGAGE,D1,16.29,3,yes
77540535,C,MORTGAGE,C1,11.99,1,no
77299765,C,MORTGAGE,C3,13.67,1,yes
78438149,D,RENT,D5,19.99,1,no
77390034,C,OWN,C5,15.31,0,yes
78298986,C,MORTGAGE,C4,14.46,4,yes
78449246,D,MORTGAGE,D1,16.29,0,yes
78259867,C,MORTGAGE,C2,12.99,2,yes
77725376,D,MORTGAGE,D4,18.99,1,yes
78549690,D,MORTGAGE,D1,16.29,0,no
78529807,F,MORTGAGE,F2,25.44,5,yes
76272189,A,RENT,A1,5.32,1,yes
76294002,D,MORTGAGE,D3,18.25,1,no
78578154,C,RENT,C3,13.67,0,yes
78378725,C,RENT,C5,15.31,0,yes
78198179,C,OWN,C2,12.99,0,no
78361259,D,MORTGAGE,D1,16.29,1,no
78319096,C,MORTGAGE,C1,11.99,2,yes
78308208,C,RENT,C5,15.31,0,yes
78428940,C,RENT,C2,12.99,0,yes
78199656,C,MORTGAGE,C1,11.99,3,yes
78209885,C,RENT,C5,15.31,4,no
77911744,E,RENT,E3,23.32,0,yes
78319007,C,RENT,C2,12.99,0,yes
78269594,C,MORTGAGE,C5,15.31,3,no
78250270,C,RENT,C5,15.31,0,yes
58574137,D,MORTGAGE,D2,17.27,1,no
78459599,C,RENT,C3,13.67,2,yes
78568676,C,RENT,C4,14.46,0,no
78259963,C,MORTGAGE,C1,11.99,2,yes
78348795,D,RENT,D1,16.29,0,yes
78478376,C,OWN,C4,14.46,4,no
78149812,C,RENT,C5,15.31,0,no
78310151,C,OWN,C1,11.99,2,yes
78579014,C,MORTGAGE,C1,11.99,3,yes
77479233,E,RENT,E5,22.45,0,no
77835599,C,RENT,C3,13.67,0,yes
77585366,C,MORTGAGE,C1,11.99,6,no
77511910,B,MORTGAGE,B3,9.75,1,yes
78519571,E,MORTGAGE,E1,20.99,3,yes
77161630,C,MORTGAGE,C3,13.67,2,yes
78199539,C,MORTGAGE,C4,14.46,0,yes
76281431,C,MORTGAGE,C3,13.67,1,yes
77319594,C,RENT,C1,11.99,0,yes
78150065,C,RENT,C5,15.31,0,yes
78168761,C,MORTGAGE,C5,15.31,3,yes
76214221,B,MORTGAGE,B3,9.75,2,yes
78309523,D,OWN,D3,18.25,0,no
77430984,C,RENT,C3,13.67,0,no
77092534,A,RENT,A3,6.97,0,no
77338846,E,MORTGAGE,E3,21.18,2,no
78408401,E,RENT,E1,20.99,0,yes
77490763,B,RENT,B2,9.16,0,yes
78228820,C,RENT,C1,11.99,0,yes
78218729,C,MORTGAGE,C1,11.99,1,yes
77501375,D,RENT,D3,18.25,1,yes
77319875,C,MORTGAGE,C3,13.67,4,yes
77480964,A,RENT,A1,5.32,0,yes
78328732,C,MORTGAGE,C2,12.99,5,yes
77851603,C,RENT,C3,13.67,0,no
76449786,D,MORTGAGE,D3,18.25,2,yes
77391443,C,MORTGAGE,C5,15.31,1,yes
76539080,D,RENT,D1,16.29,0,no
77575126,D,MORTGAGE,D4,18.99,1,no
77520709,D,RENT,D2,17.27,0,no
78178169,C,RENT,C1,11.99,0,yes
76448137,E,RENT,E3,21.18,0,yes
78149637,D,MORTGAGE,D3,18.25,8,yes
78259693,D,OWN,D2,17.27,2,yes
77331332,A,RENT,A4,7.39,2,no
78179665,D,RENT,D1,16.29,0,no
78199579,D,RENT,D4,18.99,0,no
77471054,F,MORTGAGE,F2,25.44,2,yes
75759678,B,RENT,B4,10.75,0,yes
77459414,B,RENT,B2,9.16,0,yes
77431242,E,MORTGAGE,E4,21.97,4,no
77564347,B,RENT,B5,11.47,2,no
78198667,A,MORTGAGE,A4,7.39,1,yes
77421267,B,MORTGAGE,B1,8.39,2,yes
76201317,B,RENT,B4,10.75,0,yes
77441320,D,RENT,D3,18.25,2,yes
77541134,A,MORTGAGE,A1,5.32,4,yes
77735323,E,MORTGAGE,E1,20.99,2,yes
77471025,A,RENT,A1,5.32,0,yes
77685375,B,MORTGAGE,B3,9.75,3,yes
77490870,B,MORTGAGE,B1,8.39,3,yes
78319247,E,MORTGAGE,E2,22.35,2,yes
77420863,B,MORTGAGE,B1,8.39,1,yes
77390779,D,RENT,D4,18.99,3,yes
77340602,A,MORTGAGE,A3,6.97,1,yes
77327214,E,OWN,E5,22.45,0,yes
77381954,B,RENT,B3,9.75,0,no
77530171,A,MORTGAGE,A2,6.49,4,yes
75437234,B,RENT,B5,11.47,0,no
77328482,E,MORTGAGE,E5,22.45,1,yes
77311103,A,MORTGAGE,A1,5.32,1,yes
77371601,A,MORTGAGE,A1,5.32,4,yes
78158246,C,RENT,C4,14.46,2,yes
77420729,A,MORTGAGE,A2,6.49,1,yes
75333831,C,OWN,C1,11.99,0,yes
77411777,C,RENT,C2,12.99,0,yes
77501123,A,OWN,A4,7.39,1,yes
77340262,C,MORTGAGE,C4,14.46,8,yes
77539959,D,MORTGAGE,D2,17.27,0,no
77522967,B,RENT,B2,9.16,1,yes
77388796,D,RENT,D1,16.29,0,yes
77420909,B,RENT,B4,10.75,0,yes
77635184,B,OWN,B1,8.39,1,yes
74644475,A,MORTGAGE,A5,7.89,2,yes
77039498,B,RENT,B3,9.75,0,yes
75973271,C,MORTGAGE,C1,11.99,6,yes
77529532,E,MORTGAGE,E3,21.18,2,yes
77360286,A,MORTGAGE,A1,5.32,3,yes
77360945,D,OWN,D3,18.25,0,no
76426330,D,MORTGAGE,D2,17.27,4,yes
77530464,B,MORTGAGE,B1,8.39,1,yes
77480507,B,MORTGAGE,B3,9.75,5,yes
77296167,E,MORTGAGE,E5,22.45,4,no
77510559,B,MORTGAGE,B4,10.75,4,no
77391379,A,RENT,A4,7.39,0,yes
77301403,B,RENT,B3,9.75,0,yes
78188648,C,MORTGAGE,C1,11.99,2,yes
77360277,C,MORTGAGE,C2,12.99,2,yes
77541479,B,MORTGAGE,B1,8.39,4,yes
77451293,A,RENT,A2,6.49,0,yes
75982338,C,RENT,C2,12.99,0,yes
77430894,D,RENT,D3,18.25,0,yes
77539848,B,RENT,B2,9.16,0,yes
77370194,B,MORTGAGE,B2,9.16,10,yes
77511057,C,MORTGAGE,C5,15.31,0,yes
77440809,B,MORTGAGE,B1,8.39,3,yes
77340263,C,MORTGAGE,C4,14.46,7,yes
77564613,C,MORTGAGE,C5,15.31,1,no
77685321,E,MORTGAGE,E4,23.99,1,yes
76333479,D,RENT,D4,18.99,3,no
77675358,B,MORTGAGE,B2,9.16,3,yes
77490860,A,MORTGAGE,A1,5.32,2,yes
77511829,A,RENT,A4,7.39,0,yes
77522937,A,RENT,A1,5.32,0,yes
77330208,B,MORTGAGE,B1,8.39,0,yes
77299962,B,MORTGAGE,B5,11.47,1,yes
77352287,B,MORTGAGE,B1,8.39,1,yes
77451198,F,OWN,F1,23.13,3,yes
77459764,C,MORTGAGE,C2,12.99,7,yes
77459853,D,OWN,D2,17.27,0,no
77665237,C,MORTGAGE,C5,15.31,1,no
77419920,B,MORTGAGE,B5,11.47,1,yes
77391462,B,OWN,B2,9.16,3,yes
77457713,E,MORTGAGE,E3,21.18,0,yes
78118967,D,OWN,D2,17.27,2,no
77471093,C,MORTGAGE,C2,12.99,2,yes
77540553,A,RENT,A5,7.89,0,yes
77522460,C,MORTGAGE,C3,13.67,1,yes
77400681,B,RENT,B4,10.75,0,yes
77471348,B,RENT,B3,9.75,0,yes
77490709,A,RENT,A4,7.39,1,yes
75828255,B,MORTGAGE,B3,9.75,3,yes
77340394,B,OWN,B3,9.75,0,yes
77565159,C,RENT,C2,12.99,3,yes
77540684,C,RENT,C3,13.67,0,yes
77508662,B,RENT,B2,9.16,0,yes
77539678,B,MORTGAGE,B2,9.16,4,yes
77795427,D,MORTGAGE,D4,18.99,4,yes
77570174,B,MORTGAGE,B3,9.75,1,no
77150400,C,MORTGAGE,C1,11.99,2,yes
77521723,B,OWN,B3,9.75,3,yes
77300497,A,RENT,A1,5.32,0,yes
77408336,A,MORTGAGE,A5,7.89,0,yes
77400900,A,MORTGAGE,A1,5.32,6,yes
77491610,B,RENT,B1,8.39,3,no
77481080,C,MORTGAGE,C2,12.99,1,yes
77490095,D,OWN,D4,18.99,1,no
77370557,B,MORTGAGE,B2,9.16,4,no
77340124,B,OWN,B1,8.39,0,yes
77447472,F,MORTGAGE,F2,25.44,4,yes
77371457,B,MORTGAGE,B1,8.39,1,yes
77685130,A,MORTGAGE,A1,5.32,2,yes
77459392,B,MORTGAGE,B2,9.16,3,no
77221295,C,RENT,C2,12.99,1,yes
77447715,B,RENT,B4,10.75,0,yes
77371276,A,OWN,A5,7.89,0,yes
77320696,A,MORTGAGE,A1,5.32,13,yes
77562954,B,MORTGAGE,B4,10.75,1,yes
78199328,D,RENT,D3,18.25,0,no
77301218,B,RENT,B3,9.75,0,no
77566428,C,MORTGAGE,C4,14.46,5,yes
77330581,B,RENT,B2,9.16,1,no
77295452,D,MORTGAGE,D1,16.29,4,yes
75992391,B,MORTGAGE,B4,10.75,2,yes
76093670,E,MORTGAGE,E4,21.97,2,no
77527222,B,OWN,B5,11.47,2,yes
77239480,G,RENT,G3,28.34,1,yes
77440896,A,MORTGAGE,A3,6.97,1,yes
77340250,E,RENT,E1,19.99,0,no
76638771,A,RENT,A2,6.49,0,yes
77338071,E,RENT,E4,21.97,0,no
78308532,C,MORTGAGE,C4,14.46,2,yes
77340773,C,MORTGAGE,C5,15.31,3,yes
77421171,A,RENT,A4,7.39,0,yes
77340297,B,MORTGAGE,B3,9.75,1,yes
77310375,B,OWN,B4,10.75,2,yes
77522187,B,MORTGAGE,B1,8.39,4,yes
77311107,B,MORTGAGE,B4,10.75,2,yes
76448119,E,RENT,E4,21.97,0,yes
77530304,B,MORTGAGE,B2,9.16,2,yes
77564703,F,RENT,F4,25.88,0,yes
77571335,B,MORTGAGE,B2,9.16,1,yes
77450570,C,MORTGAGE,C2,12.99,3,no
77369264,E,RENT,E3,21.18,0,yes
77645291,B,MORTGAGE,B3,9.75,1,yes
77655149,C,OWN,C5,15.31,0,yes
75245041,E,RENT,E2,20.75,0,yes
77541549,C,OWN,C1,11.99,0,yes
78288613,C,MORTGAGE,C2,12.99,3,yes
77310199,B,RENT,B5,11.47,2,no
77331421,A,MORTGAGE,A4,7.39,2,yes
78278298,D,OWN,D5,19.99,0,yes
77440226,B,MORTGAGE,B3,9.75,1,yes
77566123,B,MORTGAGE,B1,8.39,6,yes
77458946,A,RENT,A3,6.97,0,no
77389555,E,RENT,E3,21.18,0,yes
77501091,B,OWN,B2,9.16,1,no
77695244,A,RENT,A3,6.97,0,yes
75829020,B,OWN,B2,9.16,0,yes
76082516,G,RENT,G4,28.67,0,yes
75370199,B,MORTGAGE,B3,9.75,2,yes
77341110,B,MORTGAGE,B5,11.47,3,yes
77665117,B,OWN,B1,8.39,10,yes
77410243,C,MORTGAGE,C4,14.46,1,yes
77410483,E,RENT,E1,19.99,4,yes
77431084,B,RENT,B2,9.16,0,yes
77471763,B,MORTGAGE,B2,9.16,2,no
76292058,B,RENT,B4,10.75,2,yes
77430389,A,MORTGAGE,A4,7.39,5,no
77529138,B,OWN,B3,9.75,0,no
76864875,C,MORTGAGE,C5,15.31,2,yes
78021207,D,MORTGAGE,D4,18.99,1,yes
77585345,G,OWN,G2,28.88,0,no
77563779,B,MORTGAGE,B5,11.47,1,yes
78001790,D,RENT,D1,16.29,0,no
77498548,D,MORTGAGE,D2,17.27,4,no
77190024,C,RENT,C1,11.99,0,yes
77338637,C,MORTGAGE,C1,11.99,2,yes
78148865,D,OWN,D1,16.29,1,yes
77329716,D,RENT,D5,19.53,0,yes
77198970,B,RENT,B5,11.47,0,yes
77388678,E,RENT,E1,19.99,0,no
77330512,C,MORTGAGE,C5,15.31,1,yes
77645669,C,MORTGAGE,C5,15.31,2,no
77440011,C,OWN,C1,11.99,2,no
77308898,B,MORTGAGE,B2,9.16,1,no
77300556,D,MORTGAGE,D4,18.99,6,yes
77635615,C,MORTGAGE,C1,11.99,2,yes
77329747,B,MORTGAGE,B4,10.75,1,no
77380934,D,MORTGAGE,D4,18.99,1,no
77120597,B,OWN,B4,10.75,5,yes
76438878,C,MORTGAGE,C2,12.99,2,yes
77411299,D,OWN,D4,18.99,3,yes
77390425,A,MORTGAGE,A1,5.32,3,yes
78268464,C,RENT,C1,11.99,1,yes
77299558,E,MORTGAGE,E1,19.99,2,yes
78021458,C,OWN,C3,13.67,0,yes
77498616,B,MORTGAGE,B4,10.75,3,yes
77490473,A,MORTGAGE,A1,5.32,3,yes
77418024,D,MORTGAGE,D3,18.25,4,no
77932095,D,MORTGAGE,D1,16.29,0,yes
78218352,C,MORTGAGE,C5,15.31,3,yes
78568599,E,MORTGAGE,E4,23.99,2,no
78158358,D,RENT,D2,17.27,0,yes
78578623,F,OWN,F4,26.14,0,yes
78178987,D,MORTGAGE,D3,18.25,2,no
78289907,E,MORTGAGE,E2,22.35,1,no
77309552,B,RENT,B4,10.75,0,yes
77921999,D,RENT,D4,18.99,0,no
77379141,D,MORTGAGE,D1,16.29,3,yes
77566480,F,OWN,F5,26.57,2,yes
77530381,A,OWN,A2,6.49,2,yes
78198421,C,OWN,C1,11.99,0,yes
78248459,C,MORTGAGE,C1,11.99,0,yes
78209018,D,RENT,D3,18.25,0,yes
76895174,E,RENT,E2,20.75,3,no
77370243,C,MORTGAGE,C3,13.67,1,yes
77527253,E,MORTGAGE,E2,20.75,1,no
78129282,D,RENT,D4,18.99,0,yes
78138113,C,MORTGAGE,C3,13.67,1,no
77961139,D,RENT,D1,16.29,0,yes
78258920,D,RENT,D1,16.29,0,no
78278375,D,RENT,D3,18.25,0,no
77851960,C,MORTGAGE,C5,15.31,1,no
77458744,B,OWN,B3,9.75,1,yes
77200590,D,OWN,D1,16.29,1,yes
78128269,C,RENT,C1,11.99,2,yes
77370309,D,MORTGAGE,D1,16.29,1,no
77500103,A,RENT,A2,6.49,0,yes
77775658,E,MORTGAGE,E4,23.99,3,no
77329668,C,MORTGAGE,C5,15.31,5,no
76449373,B,MORTGAGE,B1,8.39,7,no
78348469,D,MORTGAGE,D1,16.29,3,no
78230406,E,MORTGAGE,E1,20.99,1,yes
77584423,C,MORTGAGE,C1,11.99,1,no
77882006,D,RENT,D2,17.27,0,no
77507895,C,RENT,C3,13.67,0,yes
77911139,C,RENT,C5,15.31,0,no
77480250,D,OWN,D5,19.53,1,yes
77298119,E,RENT,E2,20.75,0,yes
77921964,C,MORTGAGE,C3,13.67,3,yes
78278193,C,RENT,C3,13.67,0,no
77296303,D,RENT,D3,18.25,0,yes
77507653,D,RENT,D5,19.53,0,yes
78051966,D,MORTGAGE,D2,17.27,3,yes
77971889,C,MORTGAGE,C2,12.99,0,yes
77566404,F,MORTGAGE,F2,24.11,2,yes
78128761,D,OWN,D2,17.27,1,yes
78288143,C,RENT,C1,11.99,0,yes
77410424,B,OWN,B1,8.39,0,yes
77309082,B,RENT,B4,10.75,0,yes
76449394,B,MORTGAGE,B4,10.75,2,yes
78091717,D,RENT,D2,17.27,0,no
77380254,B,MORTGAGE,B1,8.39,2,yes
77911749,D,OWN,D4,18.99,0,no
77951534,C,RENT,C1,11.99,0,no
77901627,C,MORTGAGE,C1,11.99,0,no
76955564,B,MORTGAGE,B3,9.75,2,yes
77410461,E,OWN,E4,21.97,2,no
77440078,A,RENT,A1,5.32,0,yes
77891569,D,RENT,D4,18.99,0,no
78071449,D,OWN,D1,16.29,3,no
77417563,E,MORTGAGE,E3,21.18,2,no
77573658,C,RENT,C4,14.46,0,yes
77539264,A,MORTGAGE,A5,7.89,3,yes
75760187,E,MORTGAGE,E3,21.18,0,yes
76411914,B,MORTGAGE,B5,11.47,1,yes
77339505,B,RENT,B2,9.16,2,no
77328279,E,MORTGAGE,E3,21.18,1,yes
77369862,B,MORTGAGE,B3,9.75,5,yes
77251415,D,MORTGAGE,D3,18.25,1,no
77358111,E,RENT,E4,21.97,0,no
77317073,G,RENT,G3,28.34,0,yes
77560740,B,MORTGAGE,B2,9.16,2,yes
77971489,C,RENT,C2,12.99,0,no
78448180,F,OWN,F2,25.44,3,no
77851597,C,RENT,C2,12.99,3,yes
77457695,B,MORTGAGE,B1,8.39,3,yes
78061834,C,MORTGAGE,C5,15.31,1,yes
76254164,E,MORTGAGE,E4,21.97,1,yes
76291511,D,MORTGAGE,D4,18.99,6,yes
77410392,B,MORTGAGE,B4,10.75,3,yes
76446690,C,RENT,C5,15.31,2,no
78159264,E,RENT,E3,23.32,0,no
75660900,B,MORTGAGE,B4,10.75,3,yes
77359529,B,RENT,B2,9.16,2,no
77359487,B,MORTGAGE,B1,8.39,1,yes
77241060,C,OWN,C2,12.99,0,no
77149677,D,MORTGAGE,D3,18.25,1,no
77282607,G,RENT,G2,28.14,1,no
77520240,E,MORTGAGE,E4,21.97,2,yes
77584590,C,MORTGAGE,C5,15.31,1,yes
78051775,C,MORTGAGE,C2,12.99,2,no
76895898,E,RENT,E3,21.18,1,yes
77350519,E,MORTGAGE,E5,22.45,1,yes
76438257,B,RENT,B5,11.47,0,no
77070466,E,MORTGAGE,E1,19.99,4,yes
77695461,D,MORTGAGE,D4,18.99,1,no
76449470,C,RENT,C2,12.99,0,yes
77369907,D,MORTGAGE,D4,18.99,1,yes
77409283,C,MORTGAGE,C4,14.46,2,yes
77440166,A,RENT,A1,5.32,6,no
77318864,E,MORTGAGE,E2,20.75,2,yes
76361158,F,MORTGAGE,F1,23.13,3,no
78218654,G,RENT,G3,29.67,0,no
75370560,D,MORTGAGE,D3,18.25,4,no
78308820,E,MORTGAGE,E2,22.35,4,yes
77318207,B,RENT,B4,10.75,0,yes
77379705,B,RENT,B3,9.75,0,yes
76578782,A,MORTGAGE,A4,7.39,1,yes
76884391,B,RENT,B3,9.75,0,yes
77470212,A,MORTGAGE,A3,6.97,4,yes
77555473,D,OWN,D1,16.29,4,no
76688377,C,MORTGAGE,C5,15.31,2,no
77348763,D,RENT,D2,17.27,2,yes
77319438,B,OWN,B1,8.39,1,yes
78092074,E,MORTGAGE,E1,20.99,1,no
76437833,E,MORTGAGE,E2,20.75,2,yes
76436394,F,MORTGAGE,F2,24.11,2,yes
76539234,E,OWN,E2,22.35,0,yes
76774359,C,OWN,C4,14.46,0,no
75738347,A,MORTGAGE,A1,5.32,3,yes
77480887,C,OWN,C1,11.99,4,yes
77458203,A,OWN,A1,5.32,1,no
76834802,C,MORTGAGE,C1,11.99,0,yes
77158362,C,MORTGAGE,C3,13.67,2,yes
77460190,D,MORTGAGE,D1,16.29,4,yes
77458251,A,OWN,A4,7.39,3,no
77429052,B,OWN,B3,9.75,5,yes
76234114,A,RENT,A1,5.32,7,yes
77554095,B,MORTGAGE,B3,9.75,7,yes
77479392,B,MORTGAGE,B2,9.16,3,yes
77458587,F,RENT,F3,25.65,0,yes
77438256,E,MORTGAGE,E2,20.75,4,no
75100689,A,MORTGAGE,A2,6.49,5,yes
77130959,B,RENT,B4,10.75,3,no
77271251,F,RENT,F4,25.88,0,no
77795405,F,RENT,F3,25.65,0,yes
77584266,C,MORTGAGE,C1,11.99,5,yes
76436076,C,MORTGAGE,C4,14.46,3,yes
77377732,B,MORTGAGE,B1,8.39,2,yes
78318165,E,MORTGAGE,E1,20.99,1,no
77429912,A,RENT,A1,5.32,0,yes
77529991,D,MORTGAGE,D2,17.27,4,yes
77150277,C,OWN,C4,14.46,3,no
77368720,D,MORTGAGE,D3,18.25,1,no
77685289,D,MORTGAGE,D3,18.25,4,yes
77520712,C,OWN,C4,14.46,1,no
78258217,C,MORTGAGE,C2,12.99,3,no
77170781,E,RENT,E2,20.75,0,yes
